task_id,code_response
HumanEval/116,"def sort_array(arr):
    def count_ones(num):
        return bin(num).count('1')

    return sorted(arr, key=lambda x: (count_ones(x), x))

# Test cases
print(sort_array([1, 5, 2, 3, 4]))  # Output: [1, 2, 3, 4, 5]
print(sort_array([-2, -3, -4, -5, -6]))  # Output: [-6, -5, -4, -3, -2]
print(sort_array([1, 0, 2, 3, 4]))  # Output: [0, 1, 2, 3, 4]
"
HumanEval/117,"import re

def count_consonants(word):
    return sum(1 for letter in word if letter.lower() not in 'aeiou')

def select_words(s, n):
    if not s:
        return []
    
    words = s.split()
    result = [word for word in words if count_consonants(word) == n]
    
    return result

# Test cases
print(select_words(""Mary had a little lamb"", 4))  # [""little""]
print(select_words(""Mary had a little lamb"", 3))  # [""Mary"", ""lamb""]
print(select_words(""simple white space"", 2))  # []
print(select_words(""Hello world"", 4))  # [""world""]
print(select_words(""Uncle sam"", 3))  # [""Uncle""]
"
HumanEval/118,"def get_closest_vowel(word):
    vowels = ""aeiouAEIOU""
    consonants = ""bcdfghjklmnpqrstvwxyzBCDFGHJKLMNPQRSTVWXYZ""
    
    for i in range(len(word) - 2, 0, -1):
        if word[i] in vowels and word[i-1] in consonants and word[i+1] in consonants:
            return word[i]
    
    return """"

# Test cases
print(get_closest_vowel(""yogurt""))  # Output: ""u""
print(get_closest_vowel(""FULL""))    # Output: ""U""
print(get_closest_vowel(""quick""))   # Output: """"
print(get_closest_vowel(""ab""))      # Output: """"
"
HumanEval/120,"import heapq

def maximum(arr, k):
    return sorted(heapq.nlargest(k, arr))
"
HumanEval/123,"def get_odd_collatz(n):
    def collatz(num):
        sequence = [num]
        while num != 1:
            if num % 2 == 0:
                num = num // 2
            else:
                num = 3 * num + 1
            sequence.append(num)
        return sequence

    collatz_sequence = collatz(n)
    odd_numbers = [num for num in collatz_sequence if num % 2 != 0 and num != 1]
    odd_numbers.append(1)  # Adding 1 as it's not included in the list
    return sorted(odd_numbers)

# Test the function
print(get_odd_collatz(5))  # Output: [1, 5]
"
HumanEval/124,"import re

def valid_date(date):
    if not date:
        return False

    pattern = r'^(\d{2})-(\d{2})-(\d{4})$'
    match = re.match(pattern, date)
    if not match:
        return False

    month, day, year = map(int, match.groups())

    if month < 1 or month > 12:
        return False

    if month in [1, 3, 5, 7, 8, 10, 12]:
        if day < 1 or day > 31:
            return False
    elif month in [4, 6, 9, 11]:
        if day < 1 or day > 30:
            return False
    elif month == 2:
        if day < 1 or day > 29:
            return False

    return True
"
HumanEval/128,"from functools import reduce

def prod_signs(arr):
    if not arr:
        return None
    
    product = reduce(lambda x, y: x * y, arr)
    sign_product = reduce(lambda x, y: x * y, [1 if num > 0 else -1 if num < 0 else 0 for num in arr])
    
    return sum(abs(num) for num in arr) * sign_product
"
HumanEval/133,"import math

def sum_squares(lst):
    total = 0
    for num in lst:
        total += math.ceil(num) ** 2
    return total
"
HumanEval/136,"def largest_smallest_integers(lst):
    neg_integers = [num for num in lst if num < 0]
    pos_integers = [num for num in lst if num > 0]

    largest_neg = max(neg_integers) if neg_integers else None
    smallest_pos = min(pos_integers) if pos_integers else None

    return (largest_neg, smallest_pos)

# Test cases
print(largest_smallest_integers([2, 4, 1, 3, 5, 7]))  # Output: (None, 1)
print(largest_smallest_integers([]))  # Output: (None, None)
print(largest_smallest_integers([0]))  # Output: (None, None)
"
HumanEval/138,"def is_equal_to_sum_even(n):
    if n % 2 != 0 or n < 8:
        return False
    return True
"
HumanEval/139,"import math

def special_factorial(n):
    result = 1
    for i in range(1, n+1):
        result *= math.factorial(i)
    return result

# Test the function
print(special_factorial(4))  # Output: 288
"
HumanEval/141,"import re

def file_name_check(file_name):
    if len(re.findall(r'\d', file_name)) > 3:
        return 'No'
    
    if file_name.count('.') != 1:
        return 'No'
    
    name, extension = file_name.split('.')
    
    if not name or not name[0].isalpha():
        return 'No'
    
    if extension not in ['txt', 'exe', 'dll']:
        return 'No'
    
    return 'Yes'

# Test cases
print(file_name_check(""example.txt""))  # => 'Yes'
print(file_name_check(""1example.dll""))  # => 'No'
"
HumanEval/142,"def sum_squares(lst):
    total = 0
    for i in range(len(lst)):
        if i % 3 == 0:
            total += lst[i] ** 2
        elif i % 4 == 0:
            total += lst[i] ** 3
        else:
            total += lst[i]
    return total

# Test cases
print(sum_squares([1, 2, 3]))  # Output: 6
print(sum_squares([]))  # Output: 0
print(sum_squares([-1, -5, 2, -1, -5]))  # Output: -126
"
HumanEval/143,"import math

def is_prime(n):
    if n <= 1:
        return False
    for i in range(2, int(math.sqrt(n)) + 1):
        if n % i == 0:
            return False
    return True

def words_in_sentence(sentence):
    words = sentence.split()
    prime_words = [word for word in words if is_prime(len(word))]
    return ' '.join(prime_words)
"
HumanEval/144,"from fractions import Fraction

def simplify(x, n):
    x_frac = Fraction(x)
    n_frac = Fraction(n)
    
    result = x_frac * n_frac
    
    return result.denominator == 1
"
HumanEval/146,"def specialFilter(nums):
    def is_odd_digit(num):
        first_digit = int(str(abs(num))[0])
        last_digit = int(str(abs(num))[-1])
        return first_digit % 2 != 0 and last_digit % 2 != 0

    count = 0
    for num in nums:
        if num > 10 and is_odd_digit(num):
            count += 1

    return count

# Test cases
print(specialFilter([15, -73, 14, -15]))  # Output: 1
print(specialFilter([33, -2, -3, 45, 21, 109]))  # Output: 2
"
HumanEval/147,"def get_max_triples(n):
    count = 0
    for i in range(1, n+1):
        a_i = i * i - i + 1
        for j in range(i+1, n+1):
            a_j = j * j - j + 1
            for k in range(j+1, n+1):
                a_k = k * k - k + 1
                if (a_i + a_j + a_k) % 3 == 0:
                    count += 1
    return count

# Test the function
n = 5
print(get_max_triples(n))  # Output: 1
"
HumanEval/148,"def bf(planet1, planet2):
    planets = [""Mercury"", ""Venus"", ""Earth"", ""Mars"", ""Jupiter"", ""Saturn"", ""Uranus"", ""Neptune""]
    
    if planet1 not in planets or planet2 not in planets:
        return ()
    
    start_idx = planets.index(planet1)
    end_idx = planets.index(planet2)
    
    if start_idx > end_idx:
        start_idx, end_idx = end_idx, start_idx
    
    return tuple([planet for planet in planets[start_idx+1:end_idx]])
"
HumanEval/149,"def sorted_list_sum(lst):
    def custom_sort(word):
        return (len(word), word)

    filtered_lst = [word for word in lst if len(word) % 2 == 0]
    sorted_lst = sorted(filtered_lst, key=custom_sort)

    return sorted_lst

# Test cases
assert sorted_list_sum([""aa"", ""a"", ""aaa""]) == [""aa""]
assert sorted_list_sum([""ab"", ""a"", ""aaa"", ""cd""]) == [""ab"", ""cd""]
"
HumanEval/150,"import math

def is_prime(n):
    if n <= 1:
        return False
    if n <= 3:
        return True
    if n % 2 == 0 or n % 3 == 0:
        return False
    i = 5
    while i * i <= n:
        if n % i == 0 or n % (i + 2) == 0:
            return False
        i += 6
    return True

def x_or_y(n, x, y):
    if is_prime(n):
        return x
    else:
        return y

# Examples
print(x_or_y(7, 34, 12))  # Output: 34
print(x_or_y(15, 8, 5))   # Output: 5
"
HumanEval/151,"def double_the_difference(lst):
    '''
    Given a list of numbers, return the sum of squares of the numbers
    in the list that are odd. Ignore numbers that are negative or not integers.
    
    double_the_difference([1, 3, 2, 0]) == 1 + 9 + 0 + 0 = 10
    double_the_difference([-1, -2, 0]) == 0
    double_the_difference([9, -2]) == 81
    double_the_difference([0]) == 0  
   
    If the input list is empty, return 0.
    '''
    return sum(x**2 for x in lst if x > 0 and x % 2 != 0 and isinstance(x, int))
"
HumanEval/152,"def compare(game, guess):
    return [abs(game[i] - guess[i]) if game[i] != guess[i] else 0 for i in range(len(game))]
"
HumanEval/153,"def Strongest_Extension(class_name, extensions):
    def strength(extension):
        return sum(1 for c in extension if c.isupper()) - sum(1 for c in extension if c.islower())

    strongest = max(extensions, key=strength)
    return f""{class_name}.{strongest}""
"
HumanEval/155,"def even_odd_count(num):
    even_count = 0
    odd_count = 0
    for digit in str(abs(num)):
        if int(digit) % 2 == 0:
            even_count += 1
        else:
            odd_count += 1
    return (even_count, odd_count)

# Test cases
print(even_odd_count(-12))  # Output: (1, 1)
print(even_odd_count(123))  # Output: (1, 2)
"
HumanEval/156,"def int_to_mini_roman(number):
    if not 1 <= number <= 1000:
        raise ValueError(""Number must be between 1 and 1000"")

    roman_numerals = {
        1: 'i', 4: 'iv', 5: 'v', 9: 'ix', 10: 'x', 40: 'xl', 50: 'l',
        90: 'xc', 100: 'c', 400: 'cd', 500: 'd', 900: 'cm', 1000: 'm'
    }

    result = ''
    for value, numeral in sorted(roman_numerals.items(), reverse=True):
        while number >= value:
            result += numeral
            number -= value

    return result.lower()

# Test cases
print(int_to_mini_roman(19))  # Output: 'xix'
print(int_to_mini_roman(152))  # Output: 'clii'
print(int_to_mini_roman(426))  # Output: 'cdxxvi'
"
HumanEval/157,"import math

def right_angle_triangle(a, b, c):
    sides = [a, b, c]
    sides.sort()
    
    if sides[0]**2 + sides[1]**2 == sides[2]**2:
        return True
    else:
        return False
"
HumanEval/158,"def find_max(words):
    def count_unique_chars(word):
        return len(set(word))

    max_unique_chars = 0
    max_word = """"

    for word in words:
        unique_chars = count_unique_chars(word)
        if unique_chars > max_unique_chars or (unique_chars == max_unique_chars and word < max_word):
            max_unique_chars = unique_chars
            max_word = word

    return max_word

# Test cases
print(find_max([""name"", ""of"", ""string""]))  # Output: ""string""
print(find_max([""name"", ""enam"", ""game""]))  # Output: ""enam""
print(find_max([""aaaaaaa"", ""bb"", ""cc""]))   # Output: ""aaaaaaa""
"
HumanEval/161,"def solve(s):
    result = ''
    for char in s:
        if char.isalpha():
            if char.islower():
                result += char.upper()
            else:
                result += char.lower()
        else:
            result += char
    if not any(char.isalpha() for char in s):
        result = result[::-1]
    return result

# Test cases
print(solve(""1234""))  # Output: ""4321""
print(solve(""ab""))    # Output: ""AB""
print(solve(""#a@C""))  # Output: ""#A@c""
"
HumanEval/162,"import hashlib

def string_to_md5(text):
    if not text:
        return None

    md5_hash = hashlib.md5(text.encode()).hexdigest()
    return md5_hash
"
