task_id,code_response
HumanEval/107,"def is_palindrome(n):
    """"""
    Returns True if n is a palindrome, False otherwise.
    """"""
    return str(n) == str(n)[::-1]

def even_odd_palindrome(n):
    """"""
    Given a positive integer n, return a tuple that has the number of even and odd
    integer palindromes that fall within the range(1, n), inclusive.
    """"""
    even_palindromes = 0
    odd_palindromes = 0
    for i in range(1, n+1):
        if is_palindrome(i) and i % 2 == 0:
            even_palindromes += 1
        elif is_palindrome(i) and i % 2 == 1:
            odd_palindromes += 1
    return (even_palindromes, odd_palindromes)

# Example usage:
print(even_odd_palindrome(3))  # Output: (1, 2)
print(even_odd_palindrome(12))  # Output: (4, 6)
"
HumanEval/111,"def histogram(test):
    """"""Given a string representing a space separated lowercase letters, return a dictionary
    of the letter with the most repetition and containing the corresponding count.
    If several letters have the same occurrence, return all of them.
    
    Example:
    histogram('a b c') == {'a': 1, 'b': 1, 'c': 1}
    histogram('a b b a') == {'a': 2, 'b': 2}
    histogram('a b c a b') == {'a': 2, 'b': 2}
    histogram('b b b b a') == {'b': 4}
    histogram('') == {}

    """"""
    if not test:
        return {}
    letter_count = {}
    for letter in test.split():
        if letter in letter_count:
            letter_count[letter] += 1
        else:
            letter_count[letter] = 1
    max_count = max(letter_count.values())
    result = {}
    for letter, count in letter_count.items():
        if count == max_count:
            result[letter] = count
    return result
"
HumanEval/112,"def reverse_delete(s, c):
    # Remove all characters in s that are in c
    s = ''.join([char for char in s if char not in c])
    
    # Check if the resulting string is a palindrome
    is_palindrome = s == s[::-1]
    
    return (s, is_palindrome)
"
HumanEval/113,"def odd_count(lst):
    """"""Given a list of strings, where each string consists of only digits, return a list.
    Each element i of the output should be ""the number of odd elements in the
    string i of the input."" where all the i's should be replaced by the number
    of odd digits in the i'th string of the input.

    >>> odd_count(['1234567'])
    [""the number of odd elements 4n the str4ng 4 of the 4nput.""]
    >>> odd_count(['3',""11111111""])
    [""the number of odd elements 1n the str1ng 1 of the 1nput."",
     ""the number of odd elements 8n the str8ng 8 of the 8nput.""]
    """"""
    result = []
    for string in lst:
        count = 0
        for digit in string:
            if int(digit) % 2!= 0:
                count += 1
        result.append(f""the number of odd elements {count}n the str{count}ng {count} of the {count}nput."")
    return result
"
HumanEval/116,"def sort_array(arr):
    """"""
    In this Kata, you have to sort an array of non-negative integers according to
    number of ones in their binary representation in ascending order.
    For similar number of ones, sort based on decimal value.

    It must be implemented like this:
    >>> sort_array([1, 5, 2, 3, 4]) == [1, 2, 3, 4, 5]
    >>> sort_array([-2, -3, -4, -5, -6]) == [-6, -5, -4, -3, -2]
    >>> sort_array([1, 0, 2, 3, 4]) [0, 1, 2, 3, 4]
    """"""
    # Create a list of tuples, where each tuple contains the number of ones in the binary representation
    # and the decimal value of the number.
    binary_ones = [(bin(num).count('1'), num) for num in arr]

    # Sort the list of tuples based on the number of ones in the binary representation in ascending order.
    # If there are ties, sort based on the decimal value of the number in ascending order.
    sorted_binary_ones = sorted(binary_ones)

    # Extract the decimal values from the sorted list of tuples and return them as a list.
    return [num for ones, num in sorted_binary_ones]
"
HumanEval/117,"def select_words(s, n):
    """"""Given a string s and a natural number n, you have been tasked to implement 
    a function that returns a list of all words from string s that contain exactly 
    n consonants, in order these words appear in the string s.
    If the string s is empty then the function should return an empty list.
    Note: you may assume the input string contains only letters and spaces.
    Examples:
    select_words(""Mary had a little lamb"", 4) ==> [""little""]
    select_words(""Mary had a little lamb"", 3) ==> [""Mary"", ""lamb""]
    select_words(""simple white space"", 2) ==> []
    select_words(""Hello world"", 4) ==> [""world""]
    select_words(""Uncle sam"", 3) ==> [""Uncle""]
    """"""
    if not s:
        return []
    
    vowels = ['a', 'e', 'i', 'o', 'u']
    words = s.split()
    result = []
    
    for word in words:
        count = 0
        for letter in word:
            if letter.lower() not in vowels:
                count += 1
        if count == n:
            result.append(word)
    
    return result
"
HumanEval/118,"def get_closest_vowel(word):
    vowels = set(['a', 'e', 'i', 'o', 'u'])
    for i in range(len(word)-1, -1, -1):
        if word[i] in vowels:
            if i == 0 or i == len(word)-1:
                continue
            if word[i-1] not in vowels and word[i+1] not in vowels:
                return word[i]
    return """"
"
HumanEval/121,"def solution(lst):
    """"""Given a non-empty list of integers, return the sum of all of the odd elements that are in even positions.
    
    Examples
    solution([5, 8, 7, 1]) ==> 12
    solution([3, 3, 3, 3, 3]) ==> 9
    solution([30, 13, 24, 321]) ==>0
    """"""
    sum = 0
    for i in range(0, len(lst), 2):
        if lst[i] % 2!= 0:
            sum += lst[i]
    return sum
"
HumanEval/122,"def add_elements(arr, k):
    """"""
    Given a non-empty array of integers arr and an integer k, return
    the sum of the elements with at most two digits from the first k elements of arr.

    Example:

        Input: arr = [111,21,3,4000,5,6,7,8,9], k = 4
        Output: 24 # sum of 21 + 3

    Constraints:
        1. 1 <= len(arr) <= 100
        2. 1 <= k <= len(arr)
    """"""
    total_sum = 0
    count = 0
    for i in range(k):
        if arr[i] < 100:
            total_sum += arr[i]
            count += 1
    if count == 0:
        return 0
    elif count == 1:
        return arr[k-1]
    else:
        return total_sum
"
HumanEval/124,"def valid_date(date):
    """"""You have to write a function which validates a given date string and
    returns True if the date is valid otherwise False.
    The date is valid if all of the following rules are satisfied:
    1. The date string is not empty.
    2. The number of days is not less than 1 or higher than 31 days for months 1,3,5,7,8,10,12. And the number of days is not less than 1 or higher than 30 days for months 4,6,9,11. And, the number of days is not less than 1 or higher than 29 for the month 2.
    3. The months should not be less than 1 or higher than 12.
    4. The date should be in the format: mm-dd-yyyy

    for example: 
    valid_date('03-11-2000') => True

    valid_date('15-01-2012') => False

    valid_date('04-0-2040') => False

    valid_date('06-04-2020') => True

    valid_date('06/04/2020') => False
    """"""
    if not date:
        return False
    
    try:
        month, day, year = map(int, date.split('-'))
    except ValueError:
        return False
    
    if month < 1 or month > 12:
        return False
    
    if month in [4, 6, 9, 11] and day < 1 or day > 30:
        return False
    
    if month == 2 and day < 1 or day > 29:
        return False
    
    if month in [1, 3, 5, 7, 8, 10, 12] and day < 1 or day > 31:
        return False
    
    if year < 1000 or year > 9999:
        return False
    
    return True
"
HumanEval/133,"import math

def sum_squares(lst):
    """"""You are given a list of numbers.
    You need to return the sum of squared numbers in the given list,
    round each element in the list to the upper int(Ceiling) first.
    Examples:
    For lst = [1,2,3] the output should be 14
    For lst = [1,4,9] the output should be 98
    For lst = [1,3,5,7] the output should be 84
    For lst = [1.4,4.2,0] the output should be 29
    For lst = [-2.4,1,1] the output should be 6
    """"""
    result = 0
    for num in lst:
        result += math.ceil(num)**2
    return result
"
HumanEval/136,"def largest_smallest_integers(lst):
    '''
    Create a function that returns a tuple (a, b), where 'a' is
    the largest of negative integers, and 'b' is the smallest
    of positive integers in a list.
    If there is no negative or positive integers, return them as None.

    Examples:
    largest_smallest_integers([2, 4, 1, 3, 5, 7]) == (None, 1)
    largest_smallest_integers([]) == (None, None)
    largest_smallest_integers([0]) == (None, None)
    '''
    negative_integers = []
    positive_integers = []
    
    for num in lst:
        if num < 0:
            negative_integers.append(num)
        elif num > 0:
            positive_integers.append(num)
    
    if len(negative_integers) == 0:
        largest_negative = None
    else:
        largest_negative = max(negative_integers)
    
    if len(positive_integers) == 0:
        smallest_positive = None
    else:
        smallest_positive = min(positive_integers)
    
    return (largest_negative, smallest_positive)
"
HumanEval/142,"def sum_squares(lst):
    """"""""
    This function will take a list of integers. For all entries in the list, the function shall square the integer entry if its index is a 
    multiple of 3 and will cube the integer entry if its index is a multiple of 4 and not a multiple of 3. The function will not 
    change the entries in the list whose indexes are not a multiple of 3 or 4. The function shall then return the sum of all entries. 
    """"""
    for i in range(len(lst)):
        if i % 3 == 0:
            lst[i] = lst[i] ** 2
        elif i % 4 == 0 and i % 3!= 0:
            lst[i] = lst[i] ** 3
    return sum(lst)
"
HumanEval/147,"def get_max_triples(n):
    a = [i*i - i + 1 for i in range(1, n+1)]
    count = 0
    for i in range(n-2):
        for j in range(i+1, n-1):
            for k in range(j+1, n):
                if (a[i] + a[j] + a[k]) % 3 == 0:
                    count += 1
    return count
"
HumanEval/149,"def sorted_list_sum(lst):
    # Remove odd-length strings
    lst = [s for s in lst if len(s) % 2 == 0]
    
    # Sort by length and then alphabetically
    lst.sort(key=lambda s: (len(s), s))
    
    return lst
"
HumanEval/150,"def is_prime(n):
    """"""A simple function to check if a number is prime.""""""
    if n < 2:
        return False
    for i in range(2, int(n**0.5)+1):
        if n % i == 0:
            return False
    return True

def x_or_y(n, x, y):
    """"""A simple program which should return the value of x if n is 
    a prime number and should return the value of y otherwise.""""""
    if is_prime(n):
        return x
    else:
        return y
"
HumanEval/151,"def double_the_difference(lst):
    '''
    Given a list of numbers, return the sum of squares of the numbers
    in the list that are odd. Ignore numbers that are negative or not integers.
    
    double_the_difference([1, 3, 2, 0]) == 1 + 9 + 0 + 0 = 10
    double_the_difference([-1, -2, 0]) == 0
    double_the_difference([9, -2]) == 81
    double_the_difference([0]) == 0  
   
    If the input list is empty, return 0.
    '''
    if not lst:
        return 0
    
    result = 0
    for num in lst:
        if isinstance(num, int) and num > 0 and num % 2!= 0:
            result += num ** 2
    
    return result
"
HumanEval/152,"def compare(game, guess):
    """"""I think we all remember that feeling when the result of some long-awaited
    event is finally known. The feelings and thoughts you have at that moment are
    definitely worth noting down and comparing.
    Your task is to determine if a person correctly guessed the results of a number of matches.
    You are given two arrays of scores and guesses of equal length, where each index shows a match. 
    Return an array of the same length denoting how far off each guess was. If they have guessed correctly,
    the value is 0, and if not, the value is the absolute difference between the guess and the score.
    
    example:
    
    compare([1,2,3,4,5,1],[1,2,3,4,2,-2]) -> [0,0,0,0,3,3]
    compare([0,5,0,0,0,4],[4,1,1,0,0,-2]) -> [4,4,1,0,0,6]
    """"""
    result = []
    for i in range(len(game)):
        if game[i] == guess[i]:
            result.append(0)
        else:
            result.append(abs(game[i] - guess[i]))
    return result
"
HumanEval/153,"def Strongest_Extension(class_name, extensions):
    strengths = {}
    for extension in extensions:
        cap_count = sum(1 for c in extension if c.isupper())
        sm_count = sum(1 for c in extension if c.islower())
        strength = cap_count - sm_count
        if strength not in strengths:
            strengths[strength] = []
        strengths[strength].append(extension)
    max_strength = max(strengths.keys())
    strongest_extensions = strengths[max_strength]
    return f""{class_name}.{strongest_extensions[0]}""
"
HumanEval/156,"def int_to_mini_roman(number):
    """"""
    Given a positive integer, obtain its roman numeral equivalent as a string,
    and return it in lowercase.
    Restrictions: 1 <= num <= 1000

    Examples:
    >>> int_to_mini_roman(19) == 'xix'
    >>> int_to_mini_roman(152) == 'clii'
    >>> int_to_mini_roman(426) == 'cdxxvi'
    """"""
    roman_numerals = [
        (1000,'m'),
        (900, 'cm'),
        (500, 'd'),
        (400, 'cd'),
        (100, 'c'),
        (90, 'xc'),
        (50, 'l'),
        (40, 'xl'),
        (10, 'x'),
        (9, 'ix'),
        (5, 'v'),
        (4, 'iv'),
        (1, 'i')
    ]
    result = ''
    for value, numeral in roman_numerals:
        while number >= value:
            result += numeral
            number -= value
    return result.lower()
"
HumanEval/158,"def find_max(words):
    max_word = """"
    max_count = 0
    for word in words:
        count = len(set(word))
        if count > max_count or (count == max_count and word < max_word):
            max_word = word
            max_count = count
    return max_word
"
HumanEval/159,"def eat(number, need, remaining):
    """"""
    You're a hungry rabbit, and you already have eaten a certain number of carrots,
    but now you need to eat more carrots to complete the day's meals.
    you should return an array of [ total number of eaten carrots after your meals,
                                    the number of carrots left after your meals ]
    if there are not enough remaining carrots, you will eat all remaining carrots, but will still be hungry.
    
    Example:
    * eat(5, 6, 10) -> [11, 4]
    * eat(4, 8, 9) -> [12, 1]
    * eat(1, 10, 10) -> [11, 0]
    * eat(2, 11, 5) -> [7, 0]
    
    Variables:
    @number : integer
        the number of carrots that you have eaten.
    @need : integer
        the number of carrots that you need to eat.
    @remaining : integer
        the number of remaining carrots thet exist in stock
    
    Constrain:
    * 0 <= number <= 1000
    * 0 <= need <= 1000
    * 0 <= remaining <= 1000

    Have fun :)
    """"""
    if remaining < need:
        return [number + remaining, 0]
    else:
        return [number + need, remaining - need]
"
HumanEval/160,"def do_algebra(operator, operand):
    """"""
    Given two lists operator, and operand. The first list has basic algebra operations, and 
    the second list is a list of integers. Use the two given lists to build the algebric 
    expression and return the evaluation of this expression.

    The basic algebra operations:
    Addition ( + ) 
    Subtraction ( - ) 
    Multiplication ( * ) 
    Floor division ( // ) 
    Exponentiation ( ** ) 

    Example:
    operator['+', '*', '-']
    array = [2, 3, 4, 5]
    result = 2 + 3 * 4 - 5
    => result = 9

    Note:
        The length of operator list is equal to the length of operand list minus one.
        Operand is a list of of non-negative integers.
        Operator list has at least one operator, and operand list has at least two operands.

    """"""
    expression = """"
    for i in range(len(operator)):
        expression += str(operand[i]) + operator[i]
    expression += str(operand[-1])
    return eval(expression)
"
HumanEval/161,"def solve(s):
    """"""You are given a string s.
    if s[i] is a letter, reverse its case from lower to upper or vise versa, 
    otherwise keep it as it is.
    If the string contains no letters, reverse the string.
    The function should return the resulted string.
    Examples
    solve(""1234"") = ""4321""
    solve(""ab"") = ""AB""
    solve(""#a@C"") = ""#A@c""
    """"""
    result = """"
    for char in s:
        if char.isalpha():
            result += char.upper() if char.islower() else char.lower()
        else:
            result += char
    return result[::-1] if not any(char.isalpha() for char in s) else result
"
HumanEval/162,"import hashlib

def string_to_md5(text):
    """"""
    Given a string 'text', return its md5 hash equivalent string.
    If 'text' is an empty string, return None.
    """"""
    if not text:
        return None
    return hashlib.md5(text.encode()).hexdigest()
"
